MajorLinkerVersion,MinorOperatingSystemVersion,MajorSubsystemVersion,SizeOfStackReserve,TimeDateStamp,MajorOperatingSystemVersion,Characteristics,ImageBase,Subsystem,MinorImageVersion,MinorSubsystemVersion,SizeOfInitializedData,DllCharacteristics,DirectoryEntryExport,ImageDirectoryEntryExport,CheckSum,DirectoryEntryImportSize,SectionMaxChar,MajorImageVersion,AddressOfEntryPoint,SectionMinEntropy,SizeOfHeaders,SectionMinVirtualsize,malware
2,0,4,1048576,708992537,1,33167,4194304,2,0,0,15360,0,0,0,1891281521,96,3221225536,0,40000,0,1024,8,1
10,1,6,1048576,1424756337,6,8226,6442450944,3,0,1,1277440,352,0,4128,1312225,0,1073741888,0,0,1.7700443,1024,368,1
2,0,4,1048576,708992537,4,33167,4194304,2,0,0,28672,0,0,0,618867,12,3758096512,0,1152544,0,4096,28672,1
8,0,4,1048576,1363078305,4,258,4194304,2,0,0,306688,34112,0,0,353142,41,3221225536,6,5339,0,1024,348,1
5,0,4,1048576,2099200,4,271,4194304,2,0,0,43008,0,0,0,0,11,3758096416,0,6667,0,1024,3242,1
11,1,5,1048576,1392230476,5,258,4194304,2,0,1,130048,33088,0,0,213271,105,3221225536,0,15741,2.718343888,1024,14104,1
8,0,4,1048576,1363078305,4,258,4194304,2,0,0,321024,34112,0,0,396253,41,3221225536,6,5339,0,1024,348,1
9,2,5,4194304,1271404072,5,35,5368709120,2,0,2,183808,33024,0,0,802598,517,3221225536,0,119932,2.170591479,1024,14184,1
8,0,4,1048576,1347528217,4,259,4194304,2,0,0,946688,0,0,0,1019356,56,3221225536,0,12135,0.612673081,1024,932,1
9,1,6,1572864,1247527536,6,35,4294967296,3,28,1,6144,33088,0,0,20361,70,3758096384,13,10756,1.060962446,1024,146,1
9,0,5,1048576,1441970469,5,258,4194304,2,0,0,291328,33088,253,603488,0,274,3221225536,0,366347,4.328702348,1024,34304,1
9,0,5,1048576,1438777369,5,259,4194304,2,0,0,557056,33024,0,0,571347,20,3758096416,0,4096,5.629123624,1024,45056,1
9,0,5,1048576,1363950280,5,259,4194304,3,0,0,9216,32768,0,0,78649,84,3221225536,0,11192,4.530553203,1024,2322,1
9,2,5,1048576,1308878657,5,34,5368709120,2,0,2,491008,33088,8,1200384,1530295,291,3221225536,0,769184,3.237325187,1024,1368,1
9,2,5,1048576,1306598674,5,35,5368709120,2,0,2,300032,33024,0,109888,0,168,3221225536,0,57112,0.336489968,1024,32,1
0,0,4,1048576,1444726139,4,259,4194304,2,0,0,85504,32768,0,0,0,36,3221225536,0,30480,2.342040359,1024,1430,1
8,0,4,1048576,1363078305,4,258,4194304,2,0,0,308224,34112,0,0,342679,41,3221225536,6,5339,0,1024,348,1
12,1,5,1048576,1397332223,5,258,4194304,2,0,1,76800,33088,0,0,168950,118,3221225536,0,21453,3.563383546,1024,5696,1
2,0,5,1048576,1437986541,5,33167,4194304,2,0,0,47104,32768,0,0,751404,120,3221225536,6,70588,0,1024,8,1
9,0,5,1048576,1357663242,5,259,4194304,2,0,0,378880,32768,0,0,444143,11,3221225536,0,7296,0,1024,100,1
8,0,4,1048576,1304997764,4,258,4194304,2,0,0,270336,0,0,0,0,89,3221225536,0,19375,1.357694193,4096,6258,1
6,0,4,1048576,1245360812,4,271,4194304,2,0,0,164864,32768,0,0,0,155,3221225600,6,12624,0,1024,4764,1
2,0,4,2097152,1329663709,4,783,4194304,2,0,0,20480,32768,0,0,318087,155,3224371328,6,17191,0,1024,140,1
6,0,4,1048576,536922426,4,271,4194304,2,0,0,43008,0,0,0,0,11,3758096416,0,6039,0,1024,13352,1
5,0,4,1048576,323315585,4,259,4194304,2,0,0,12288,0,0,0,0,21,3221225664,0,20992,2.464501526,4096,1210,1
1,9,4,1048576,1431105171,13,14,4194304,2,0,0,24576,15,0,0,0,295,3221291072,0,23926,2.411967915,4096,336,1
6,0,4,1048576,1290519460,4,8462,268435456,2,0,0,4096,0,2,53536,0,72,3758096512,0,19720,3.454283752,4096,4096,1
2,0,4,1048576,708992537,4,33167,4194304,2,0,0,18432,0,0,0,0,125,3221225536,0,110548,0,4096,12,1
11,1,5,4000000,1368650786,5,258,4194304,2,1,1,260608,32832,0,0,346468,64,3221225536,5,29838,1.908606744,1024,5008,1
11,1,5,1048576,1408620493,5,258,4194304,2,1,1,38400,32832,0,0,767101,80,3221225536,5,53175,2.136651272,1024,5700,1
8,0,5,1048576,1255333126,4,35,4194304,2,0,2,295424,32768,205,244624,520521,171,3221225536,0,115088,2.352055229,1024,12936,1
9,0,5,1048576,1441970469,5,258,4194304,2,0,0,291328,33088,253,603488,0,274,3221225536,0,366347,4.316506733,1024,34304,1
6,0,4,1048576,1231214534,4,271,4194304,2,0,0,28672,0,0,0,98531,32,3221225536,1,4432,0,4096,4024,1
6,0,4,1048576,1434640672,4,271,4194304,2,0,0,12288,1,0,0,0,245,3221225473,0,8636,3.705871484,4096,3084,1
10,0,5,1048576,1330111199,5,258,4194304,2,0,0,445952,34112,0,0,8187666,172,3221225600,6,14819,0,1024,3978,1
6,0,4,1048576,1177540817,4,271,4194304,2,1,0,81920,0,0,0,0,7,3758096512,8,673638,0,4096,53248,1
6,0,4,1048576,1343422639,4,271,4194304,2,4,0,20480,0,0,0,142568,46,3221225536,9,4564,0,4096,6648,1
9,2,5,1048576,1288065518,5,34,5368709120,2,0,2,17920,33088,0,0,109848,78,3221225536,0,1073765489,0,1024,576,1
11,1,5,4000000,1363969197,5,258,4194304,2,1,1,222720,32832,0,0,262948,68,3221225536,5,34028,1.440768348,1024,5400,1
12,1,5,1048576,1408525289,5,258,4194304,2,0,1,404480,32832,0,0,538330,66,3221225536,16,57308,3.521792251,1024,6356,1
9,1,5,524288,1307936330,6,34,4294967296,2,1,2,224256,32832,0,0,260056,44,3221225536,6,5220,0.118369631,1024,60,1
6,0,4,1048576,1366864803,4,271,4194304,2,14,0,17408,0,0,0,69590,38,3221225536,2,4500,0,1024,4640,1
6,0,4,1048576,1260053452,4,271,4194304,2,0,0,164864,32768,0,0,590761,155,3221225600,6,12538,0,1024,4764,1
6,0,4,262144,995580107,5,271,4194304,2,0,0,45056,34816,0,0,105185,168,3758096448,5,7701,0.357826643,4096,3292,1
11,1,5,1048576,1419326882,5,259,4194304,2,0,1,899584,33024,0,0,913469,9,3758096416,0,114950,6.027021327,1024,40960,1
6,0,4,1048576,1013346937,4,271,4194304,2,0,0,0,0,0,0,0,2,3758096416,0,4160,7.98685325,512,77824,1
6,0,4,1048576,1347300090,4,271,4194304,2,21,0,24576,0,0,0,141145,35,3221225536,0,4452,0,4096,2712,1
9,0,5,1048576,1445167207,5,259,4194304,2,0,0,359936,32768,0,0,0,345,3221225536,0,185661,3.911315183,1024,14562,1
6,0,4,1048576,1260053532,4,271,4194304,2,0,0,308224,32768,0,0,922231,155,3221225600,6,12538,0,1024,4764,1
8,0,4,1048576,1363078305,4,258,4194304,2,0,0,321024,34112,0,0,396253,41,3221225536,6,5339,0,1024,348,1
10,1,5,1048576,1398294295,5,8450,268435456,2,0,1,35840,320,5,76448,139029,93,3221225536,0,31351,3.870645368,1024,4048,1
16,0,4,1048576,1393108802,4,258,4194304,2,0,0,27136,0,0,77824,0,81,3224371266,0,27518,0.021621945,1024,4156,1
8,0,4,1048576,1363078305,4,258,4194304,2,0,0,308224,34112,0,0,342679,41,3221225536,6,5339,0,1024,348,1
9,1,6,524288,910940973,6,34,4294967296,2,1,1,800768,32768,1,785812,0,689,3758096480,6,1524529,0,1536,4096,1
10,1,5,1048576,1391514521,5,258,4194304,2,0,1,282112,33088,0,0,2018190656,74,3221225536,0,5494,2.104846359,1024,3964,1
6,0,4,1048576,1438758638,4,270,4194304,2,0,0,218624,0,0,0,0,1,1610612768,0,225714,0.101910426,512,12,1
7,0,4,1048576,1373460661,4,271,4194304,2,0,0,424448,1024,0,0,439580,23,3221225536,0,4096,3.842139356,1024,304,1
8,0,5,1048576,910940973,4,35,4194304,3,0,2,16384,32768,0,0,0,82,3758096480,0,73867,0,1024,504,1
8,0,4,1048576,1242697722,4,259,4194304,3,0,0,24576,0,0,0,213534,75,3758096416,0,86016,1.271071806,4096,176,1
2,0,4,1048576,708992537,4,33166,4194304,2,0,0,13824,0,1,102400,0,43,3221225536,0,21444,0,1024,68,1
6,0,4,1048576,570623261,4,271,4194304,2,0,0,43008,0,0,0,0,12,3758096416,0,5928,0,1024,13352,1
7,1,4,262144,1282894802,5,271,16777216,2,1,10,6144,32768,0,0,0,157,3758096480,5,73262,0,1024,632,1
9,0,5,1048576,1387650011,5,258,4194304,2,0,0,340480,33088,0,0,2018341656,218,3221225536,0,54917,2.525448174,1024,22976,1
10,1,5,1048576,1430916808,5,258,4194304,2,0,1,239616,33088,0,0,436360,86,3221225536,0,87718,3.589089809,1024,12102,1
2,0,4,1048576,708992537,1,33167,4194304,2,0,0,40448,32768,0,0,654620,96,3221225536,0,39116,0,1024,8,1
9,0,5,1048576,1406108120,5,258,4194304,2,0,0,421376,33088,0,0,2018103064,7,3758096416,0,15230,0.297500557,1024,512,1
2,0,4,1048576,708992537,1,33167,4194304,2,0,0,17920,32768,0,0,1589904109,96,3221225536,6,42488,0,1024,8,1
2,0,4,1048576,708992537,4,33166,4194304,2,0,0,21504,32768,0,0,3974053,114,3221225536,6,49600,0,1024,8,1
2,0,4,2097152,1323311685,4,783,4194304,2,0,0,14848,32768,0,0,0,155,3224371328,6,16492,0,1024,148,1
10,1,5,1048576,1365958314,5,8450,268435456,2,0,1,2048,320,1,8544,0,8,3221225536,0,4267,0,1024,126,1
9,0,5,1048576,1418741599,5,259,4194304,2,0,0,923136,33024,0,0,1129823,128,3221225536,0,103910,4.016218577,1024,14712,1
41,0,4,1048576,1398204168,4,258,4194304,2,0,0,46080,0,0,0,420129,80,3221225537,0,21405,0.021621945,1024,4160,1
6,0,4,1048576,1104295861,4,271,4194304,2,69,0,45056,0,0,0,0,16,3758096480,6,192674,0,4096,38968,1
9,1,5,262144,1425391536,6,258,65536,1,1,1,15744,0,0,0,78021,104,3791650848,6,59966,0.54448276,1152,792,1
6,0,4,1048576,1290097655,4,271,4194304,2,0,0,35328,0,0,0,153019,122,3221226048,0,84740,0.020393135,1024,4,1
2,0,4,1048576,708992602,4,33167,4194304,2,0,0,122880,0,0,0,0,3,3758096512,0,241728,0,1024,1930,1
8,2,4,262144,1162606587,5,259,16777216,2,2,0,44544,33024,0,0,920971,589,3758096416,5,880640,4.980236355,1024,4096,1
22,0,5,1048576,1398417645,5,783,4194304,2,0,0,33280,33024,0,0,489268,0,3758096416,0,45045,3.500936608,1024,32836,1
9,1,6,262144,1304046366,6,34,65536,1,1,1,187904,0,0,0,510009,303,3791650848,6,602220,3.079894761,1024,316,1
6,0,4,1048576,1301653454,4,271,4194304,2,0,0,2895872,0,0,0,1502929,0,3221225536,0,872554,0,4096,65088,1
12,1,5,1048576,1439393978,5,258,4194304,2,0,1,261632,33088,0,0,1236827,256,3221225536,0,561777,4.03797786,1024,5936,1
9,0,5,1048576,1343660022,5,8450,268435456,3,0,0,143872,320,4,328944,423316,133,3221225536,0,181645,4.758151654,1024,1508,1
6,0,4,1048576,1260053532,4,271,4194304,2,0,0,308224,32768,0,0,599728,155,3221225600,6,12538,0,1024,4764,1
6,0,4,1048576,613523454,4,271,4194304,2,0,0,43008,0,0,0,0,13,3758096416,0,6100,0,1024,13352,1
10,1,5,1048576,1444908378,5,259,4194304,2,0,1,347136,32768,0,0,2003010,247,3221225536,0,1355521,4.849105663,1024,1240,1
8,0,4,1048576,1393226008,4,258,4194304,2,0,0,3072,34112,0,0,0,1,1610612768,0,59246,0.081539412,512,12,1
11,1,5,1048576,1337926711,5,258,4194304,2,1,1,729088,32832,0,0,858963,99,3221225536,5,92128,5.47139178,1024,8192,1
6,0,4,1048576,0,4,271,4194304,2,33,0,24576,0,0,0,196845,91,3221225536,6,6692,0,4096,8492,1
9,0,5,1048576,1412793779,5,258,4194304,2,0,0,773632,32832,0,0,1351992,474,3221225536,0,423180,2.825633402,1024,33600,1
2,0,4,1048576,708992537,4,33166,4194304,2,0,0,638464,0,0,0,0,381,3221225536,0,437916,0,1024,16,1
11,1,5,1048576,1387339080,5,258,4194304,2,1,1,744448,32832,0,0,906736,101,3221225536,5,90423,4.631587608,1024,8192,1
2,0,4,1048576,708992537,4,33167,4194304,2,0,0,4096,0,0,0,0,6,3758096512,0,416160,0,4096,4096,1
2,0,4,2097152,1364969448,4,783,4194304,2,0,0,168960,0,0,0,176626,72,3227516992,1,4416,0,1024,24,1
11,1,5,1048576,1350246287,5,258,4194304,2,1,1,702464,32832,0,0,827874,0,3221225536,5,96192,0,1024,6870,1
6,0,4,1048576,1367129200,4,271,4194304,2,46,0,7168,0,0,0,57823,37,3221225536,1,4320,0,1024,504,1
2,0,4,1048576,708992537,4,33166,4194304,2,0,0,21504,32768,0,0,2777803,114,3221225536,6,49600,0,1024,8,1
2,0,4,1048576,708992537,4,33167,4194304,2,0,0,4096,0,0,0,0,6,3758096512,0,59840,0,4096,4096,1
8,0,4,1048576,1363078305,4,258,4194304,2,0,0,306688,34112,0,0,366118,41,3221225536,6,5339,0,1024,348,1
6,0,4,1048576,1268999575,4,271,4194304,2,0,0,10752,0,0,0,135660,44,3221225536,1,4552,0,1024,784,1
9,0,5,1048576,1404722825,5,258,4194304,2,0,0,667648,33088,0,0,2018179864,7,3758096416,0,9467,0.293594307,1024,512,1
6,0,4,1048576,1306753795,4,271,4194304,2,0,0,8192,0,0,0,328051,159,3221225536,1,16172,0,4096,1384,1
6,0,4,1048576,1315798920,4,271,4194304,2,0,0,28672,0,0,0,187896,143,3221225536,1,14716,0,4096,1532,1
9,0,5,1048576,1413007718,5,259,4194304,2,0,0,31744,32768,0,0,0,138,3221225536,0,6806,4.64418894,1024,7064,1
2,0,4,2097152,1333858183,4,263,4194304,3,0,0,8704,0,0,0,50305,36,3224371328,0,4664,0,1024,16,1
9,0,5,1048576,1399037677,5,259,4194304,2,0,0,61952,33024,0,0,255249,86,3221225536,0,62722,2.481478477,1024,11468,1
6,0,4,1048576,1362990555,4,271,4194304,2,0,0,20480,0,0,0,76626,2,3758096480,0,20576,2.459317158,4096,1772,1
2,0,4,1048576,1251020720,4,271,4194304,2,0,0,6656,0,0,0,0,105,3221225536,0,63428,0.185958043,1536,2709,1
6,0,4,1048576,1260053452,4,271,4194304,2,0,0,164864,32768,0,0,618919,155,3221225600,6,12538,0,1024,4764,1
8,0,5,1048576,1208799695,4,35,5368709120,3,0,2,33280,32768,0,0,0,0,3221225536,0,8912,0,1024,2868,1
11,1,5,4000000,1374383570,5,258,4194304,2,1,1,317440,33792,0,0,375612,3,3221225536,5,6432,0.057040257,1024,1490,1
6,0,4,1048576,1245360803,4,271,4194304,2,0,0,119808,32768,0,0,7196070,155,3221225600,6,12577,0,1024,4496,1
11,1,5,1048576,1326112411,5,258,4194304,2,1,1,710144,32832,0,0,926503,99,3221225536,5,171542,4.829178785,1024,7234,1
9,0,5,1048576,1415886779,5,259,4194304,2,0,0,31744,32768,0,0,0,137,3221225536,0,12293,4.653041194,1024,7080,1
0,0,4,1048576,558322502,4,271,4194304,2,0,0,0,0,0,0,0,2,3221225696,0,340,0,512,4096,1
9,0,5,1048576,1406108120,5,258,4194304,2,0,0,421376,33088,0,0,2018103056,7,3758096416,0,15230,0.297500557,1024,512,1
6,0,4,1048576,1328668127,4,271,4194304,2,0,0,16384,0,0,271101,360359,69,3791650912,1,304399,0,4096,24,1
6,0,4,1048576,1245360807,4,271,4194304,2,0,0,119808,32768,0,0,0,155,3221225600,6,12945,0,1024,1096,1
6,0,4,1048576,1338922478,4,271,4194304,2,0,0,28672,0,0,0,342159,170,3221225536,25,20348,0,4096,6832,1
6,0,4,1048576,1354351028,4,271,4194304,2,82,0,16384,0,0,0,147239,46,3221225536,3,4564,0,4096,4976,1
2,0,5,1048576,1299028241,5,33166,4194304,2,0,0,138752,0,0,0,0,17,3221225536,0,868353,0,1024,4096,1
8,0,4,1048576,1363078305,4,258,4194304,2,0,0,308736,34112,0,0,372677,41,3221225536,6,5339,0,1024,348,1
8,0,4,1048576,1374557036,4,259,4194304,2,0,0,151552,320,0,0,0,342,3791650880,0,214235,3.832801342,4096,10072,1
11,1,5,4000000,1343446796,5,258,4194304,2,1,1,192512,32832,0,0,274849,67,3221225536,5,35372,2.176467837,1024,5192,1
6,0,4,1048576,1260053452,4,271,4194304,2,0,0,164864,32768,0,0,0,155,3221225600,6,12538,0,1024,3232,1
6,0,4,1048576,1336741133,4,270,4194304,2,0,0,382976,0,0,0,0,1,1610612768,0,31006,0.081539412,512,12,1
8,0,4,1048576,1363078305,4,258,4194304,2,0,0,316416,34112,0,0,334102,41,3221225536,6,5339,0,1024,348,1
6,0,4,1048576,1260053446,4,271,4194304,2,0,0,119808,32768,0,0,4423652,155,3221225600,6,12860,0,1024,4496,1
11,1,5,1048576,1434440424,5,258,3342336,2,0,1,717824,33024,0,0,810974,83,3221225536,0,43546,2.73797683,1024,12500,1
7,0,4,1048576,1371119336,4,271,4194304,2,0,0,86016,0,1,33424,0,69,3221225536,0,5400,1.017835438,4096,4828,1
2,0,4,2097152,1186423128,4,775,4194304,3,0,0,4096,0,0,0,0,8,3758096512,1,40256,0,4096,4096,1
11,1,5,4000000,1355491996,5,258,4194304,2,1,1,223232,32832,0,0,288116,68,3221225536,5,34412,1.522681174,1024,5382,1
6,0,4,1048576,1247709683,4,8462,268435456,2,0,0,86016,0,4,343744,404148,199,3221225536,0,282241,3.768959309,4096,6812,1
9,2,5,1048576,1295648911,5,34,5368709120,2,0,2,492544,33088,0,0,0,395,3221225536,0,82217,2.916836588,1024,5028,1
11,1,5,1048576,1400086315,5,258,4194304,2,0,1,751104,33088,0,0,2018730640,88,3221225536,0,19908,3.829163728,1024,15284,1
8,0,4,1048576,1363078305,4,258,4194304,2,0,0,308224,34112,0,0,342679,41,3221225536,6,5339,0,1024,348,1
8,0,4,1048576,1363078305,4,258,4194304,2,0,0,316416,34112,0,0,334102,41,3221225536,6,5339,0,1024,348,1
6,0,4,1048576,542530245,4,271,4194304,2,0,0,43008,0,0,0,0,11,3758096416,0,6125,0,1024,13352,1
2,0,4,2097152,1418717075,4,783,4194304,2,0,0,34304,32768,0,0,71821,155,3228565632,6,17271,0,1024,256,1
11,1,5,1048576,1342771751,5,258,4194304,2,1,1,718336,32832,0,0,962141,99,3221225536,5,171622,4.874571125,1024,7332,1
11,1,5,1048576,1341503452,5,258,4194304,2,1,1,760320,32832,0,0,923721,95,3221225536,5,74242,5.271589483,1024,6218,1
8,1,6,1310720,1247528444,6,259,16777216,2,27,1,77824,33024,0,0,83807,30,3758096384,13,5282,0.29905091,1024,544,1
8,0,4,1048576,1363078305,4,258,4194304,2,0,0,307200,34112,0,0,384048,41,3221225536,6,5339,0,1024,348,1
2,0,4,1048576,1053495756,1,271,4194304,2,0,0,4096,0,0,0,69399,9,3221225536,0,188417,0,1536,4096,1
6,0,4,1048576,1290618246,4,8462,268435456,2,0,0,4096,0,2,53536,0,66,3758096512,0,17828,4.79450318,4096,4096,1
18,0,5,1048576,1331392690,5,258,4194304,2,0,1,1675264,0,0,0,264671,33,3221225536,0,50280,3.973715694,1024,512,1
2,0,4,1048576,708992537,1,33167,4194304,2,0,0,17920,32768,0,0,4676219,96,3221225536,6,42488,0,1024,8,1
6,0,4,1048576,1260053521,4,271,4194304,2,0,0,265728,32768,0,0,0,155,3221225600,6,12491,0,1024,4496,1
6,0,4,1048576,1260053532,4,271,4194304,2,0,0,308224,32768,0,0,552567,155,3221225600,6,12538,0,1024,4764,1
6,0,4,1048576,1363007103,4,271,4194304,2,39,0,16384,0,0,0,133557,107,3221225536,1,7796,0,4096,7904,1
6,0,4,1048576,1290097655,4,271,4194304,2,0,0,35328,0,0,0,153019,122,3221226048,0,84740,0.020393135,1024,4,1
10,0,4,1048576,833070835,4,271,4194304,2,0,0,79872,0,0,16384,0,39,3758096480,0,7420,3.674284995,4096,1112,1
10,1,6,1048576,1424756337,6,8226,6442450944,3,0,1,4608,352,0,4128,13961,0,1073741888,0,0,1.934962533,1024,376,1
8,0,4,1048576,1413128900,4,8450,4194304,3,0,0,1536,34112,0,0,0,1,1610612768,0,14734,0.081539412,512,12,1
1,0,4,1048576,303587664,5,271,4194304,2,0,0,86016,0,0,0,0,35,3221225536,4,4096,2.305825511,2048,9602,1
2,0,4,2097152,1386727888,4,783,4194304,2,0,0,63488,0,0,0,0,43,3227516992,1,4416,0,1024,24,1
2,0,4,2097152,1329663709,4,783,4194304,2,0,0,20480,32768,0,0,274872,155,3224371328,6,17191,0,1024,140,1
6,0,4,1048576,1247314450,4,8462,1924136960,2,0,0,4096,0,4,70072,0,11,3758096512,0,67792,0,4096,4096,1
12,1,5,1048576,1433873541,5,8450,268435456,2,0,1,356352,320,1,1124480,0,147,3221225536,0,659896,0,1024,2,1
8,0,4,1048576,1387178050,4,259,4194304,2,0,0,57344,256,0,0,195763,338,3221225536,0,78281,1.759134285,4096,2828,1
6,0,4,1048576,1365712847,4,271,7405568,2,3,0,11776,0,0,0,60297,36,3221225536,6,4312,0,1024,496,1
6,0,4,1048576,1133310424,4,8462,268435456,2,0,0,151552,0,363,280560,0,296,3758096416,0,376832,3.861639307,4096,11800,1
255,1,5,1048576,1358964356,5,783,4194304,2,0,1,812032,1,0,0,0,39,3221225600,0,4494,0,1024,468,1
10,1,5,524288,1299587833,6,34,4294967296,2,1,2,1000960,33088,0,0,1086590,154,3221225536,6,50000,0.217769955,1024,324,1
2,0,4,1048576,1305604558,4,33166,4194304,2,0,0,57344,0,0,0,185975,11,3791650912,0,4096,6.279297046,1024,8192,1
0,1,4,262144,558322502,5,271,16777216,3,1,0,17408,0,0,0,0,2,3221225696,5,340,0,512,12288,1
2,0,4,2097152,1329663709,4,783,4194304,2,0,0,20480,32768,0,0,211718,155,3224371328,6,17191,0,1024,140,1
10,1,5,1048576,1391605027,5,258,4194304,2,0,1,282624,33088,0,0,2018191128,74,3221225536,0,5494,2.104846359,1024,3964,1
8,0,4,1048576,1363078305,4,258,4194304,2,0,0,306688,34112,0,0,366118,41,3221225536,6,5339,0,1024,348,1
11,1,5,4000000,1359876028,5,258,4194304,2,1,1,147968,32832,0,0,1338397,66,3221225536,5,1156632,1.219415221,1024,5880,1
6,0,4,1048576,1354214598,4,271,4194304,2,64,0,40960,0,0,0,281339,50,3221225536,3,4604,0,4096,10276,1
9,0,5,1048576,1321531577,5,8450,268435456,2,0,0,32256,320,6,99248,149409,105,3221225536,0,25645,3.662535189,1024,436,1
2,0,4,1048576,708992537,1,33167,4194304,2,0,0,17920,32768,0,0,828745717,96,3221225536,6,42488,0,1024,8,1
10,1,5,1048576,1363683410,5,258,4194304,2,0,1,158208,33088,0,0,563048,73,3221225536,0,33712,2.718929421,1024,3372,1
9,1,4,2097152,1091600048,5,271,1255145472,3,31,0,259584,32768,0,0,402580,189,3758096448,13,20566,0.172355151,1024,117284,1
9,0,5,1048576,1441970469,5,258,4194304,2,0,0,291328,33088,253,603488,0,274,3221225536,0,366347,4.325467477,1024,34304,1
2,0,4,1048576,1326646180,4,33166,4194304,2,0,0,184832,0,0,0,785128,594,3221225536,0,575612,0,1024,24,1
8,0,4,1048576,1363078305,4,258,4194304,2,0,0,309760,34112,0,0,342830,41,3221225536,6,5339,0,1024,348,1
8,0,4,4194304,1226714229,4,302,4194304,2,0,0,70656,1344,0,0,0,0,1610612768,0,0,2.882343326,512,70240,1
10,1,5,1048576,1367953985,5,258,4194304,2,0,1,12288,33088,0,0,0,24,3758096512,0,2418992,0,4096,12288,1
10,0,5,4194304,1334016681,5,291,4194304,2,0,0,4096,32768,0,0,0,21,3758096512,0,967840,0,4096,4096,1
2,0,4,1048576,708992537,1,33167,4194304,2,0,0,17920,32768,0,0,1128149451,96,3221225536,6,42488,0,1024,8,1
6,0,4,1048576,1445008912,4,271,4194304,2,7,0,24576,0,0,0,0,5,3758096512,3,145232,0,4096,24576,1
7,1,4,262144,1091599582,5,271,16777216,2,1,0,98304,32768,0,0,0,952,3758096448,5,105293,3.323593573,1024,8024,1
2,0,4,1048576,1325094428,4,33166,16777216,2,0,0,238080,0,0,0,0,78,3221225536,0,78320,0,1024,8,1
10,1,5,1048576,1399474927,5,258,4194304,2,0,1,394752,33088,0,0,542077,112,3221225536,0,59901,4.190376475,1024,9384,1
12,1,5,1048576,1330934112,5,8450,268435456,2,0,1,710656,320,0,177568,0,90,3221225536,0,68601,0.837998497,1024,952,1
6,0,4,1048576,1028271678,4,271,4194304,2,0,0,208896,0,0,0,301730,186,3221225536,0,35575,1.350031306,4096,6578,1
6,0,4,1048576,656073058,4,271,4194304,2,0,0,43008,0,0,0,0,8,3758096480,0,5856,0,1024,13352,1
6,0,4,1048576,1013346937,4,271,4194304,2,0,0,0,0,0,0,0,2,3758096416,0,4160,1.879688155,512,73728,1
8,0,4,2097152,1034096679,4,271,4194304,2,17,0,20480,0,0,0,0,40,3758096416,13,4695,0.381091395,4096,1472,1
11,1,5,1048576,1327142517,5,258,4194304,2,1,1,616448,32832,0,0,954496,99,3221225536,5,261622,4.896200317,1024,7568,1
6,0,4,1048576,1033007855,4,271,4194304,2,0,0,28672,0,0,0,0,224,3221225536,0,7886,0.500526288,4096,1036,1
6,0,4,1048576,1260053452,4,271,4194304,2,0,0,164864,32768,0,0,240495,155,3221225600,6,12538,0,1024,4764,1
9,0,5,1048576,1305728978,5,259,4194304,2,0,0,441344,33792,0,0,8951772,171,3221225600,6,14397,0,1024,10566,1
10,1,5,1048576,4219619632,5,259,4194304,2,0,1,4096,33024,0,0,0,11,3758096512,0,22400,0,4096,4096,1
2,0,4,1048576,708992537,4,33166,4194304,2,0,0,21504,32768,0,0,2461912,114,3221225536,6,49600,0,1024,8,1
9,0,5,1048576,1413007718,5,259,4194304,2,0,0,31744,32768,0,0,0,138,3221225536,0,6806,4.64418894,1024,7064,1
6,0,4,1048576,1209823718,4,271,4194304,2,0,0,119808,0,0,0,0,155,3221225600,0,12468,0,1024,4496,1
8,0,5,524288,1236512358,6,34,4294967296,2,0,2,45056,32832,0,0,119731,152,3221225536,6,51316,0.201344328,1024,274,1
11,1,5,1048576,979093957,5,258,4194304,2,0,1,19968,33024,0,0,0,82,3221225600,5,148152,1.712143443,1024,116,1
7,0,4,1048576,1184142644,4,8462,268435456,2,0,0,98304,1024,2,15904,0,2,3221225536,0,9344,2.229033953,4096,3136,1
6,0,4,1048576,1260053446,4,271,4194304,2,0,0,119808,32768,0,0,0,155,3221225600,6,12860,0,1024,4496,1
2,0,4,2097152,880751731,4,9006,1869086720,3,0,0,17607680,320,217,25522176,17788952,380,3228565632,1,5136,0,1024,32,1
9,1,6,524288,1239526919,6,34,4294967296,2,1,1,520704,33088,0,0,0,376,3221225536,6,332451,1.065140739,1536,892,1
2,0,5,1048576,1437986541,5,33167,4194304,2,0,0,38912,32768,0,0,770594,120,3221225536,6,70588,0,1024,8,1
6,0,4,1048576,1295502861,4,271,4194304,2,0,0,4096,0,1,29632,0,32,3758096416,0,8810,2.657050797,1024,931,1
8,1,4,1310720,1208111767,5,271,16777216,2,18,0,33280,32832,0,0,84141,305,3758096416,13,35179,2.94555051,1024,1192,1
10,1,5,1048576,1432811242,5,258,4194304,2,0,1,8308736,32832,118,233443628,11061620,2,3758096448,0,233553920,0.277185621,1024,4096,1
8,0,4,1048576,1363078305,4,258,4194304,2,0,0,297472,34112,0,0,357135,41,3221225536,6,5339,0,1024,348,1
8,0,4,1048576,1363078305,4,258,4194304,2,0,0,306688,34112,0,0,331077,41,3221225536,6,5339,0,1024,348,1
2,0,4,0,708992537,4,41358,4194304,2,0,0,575488,1,3,1065196,0,18,3758096480,0,1624567,0,1024,24,1
